"Gif","FullGifPath","FrameCount","MaxAnchorDelta","MaxSoleDelta","MaxCenterDelta","MaxPixelDeltaPct","MaxBboxWidthDelta","MaxBboxHeightDelta","RiskScore","WorkDir"
"stiff-leve-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\stiff-leve-halteres-animado-review-v3.gif","13","0.55","0","4.35","7.37","22","14","153.86","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\stiff-leve-halteres-animado-review-v3\20260525-133425"
"stiff-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\stiff-halteres-animado-review-v3.gif","13","0.55","0","4.35","7.37","22","14","153.86","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\stiff-halteres-animado-review-v3\20260525-133425"
"quadril-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\quadril-animado-review-v3.gif","13","1","1","2.64","7.29","9","8","128.36","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\quadril-animado-review-v3\20260525-133425"
"peitoral-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\peitoral-animado-review-v3.gif","13","0.27","0","16.03","3.81","11","2","125.93","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\peitoral-animado-review-v3\20260525-133425"
"posterior-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\posterior-animado-review-v3.gif","13","1.1","0","9.39","7.36","5","10","121.56","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\posterior-animado-review-v3\20260525-133425"
"caminhada-leve-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\caminhada-leve-animado-review-v3.gif","13","0.5","1","7.55","2.54","6","4","114.22","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\caminhada-leve-animado-review-v3\20260525-133425"
"dead-bug-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\dead-bug-animado-review-v3.gif","13","2.98","0","0.9","5.15","12","5","112.39","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\dead-bug-animado-review-v3\20260525-133425"
"elevacao-lateral-leve-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\elevacao-lateral-leve-halteres-animado-review-v3.gif","13","0.25","0","2.26","2.85","18","1","91.36","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\elevacao-lateral-leve-halteres-animado-review-v3\20260525-133425"
"crunch-abdominal-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\crunch-abdominal-animado-review-v3.gif","13","0.81","0","3.71","2.76","6","5","83.42","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\crunch-abdominal-animado-review-v3\20260525-133425"
"face-pull-polia-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\face-pull-polia-animado-review-v3.gif","13","1.83","0","6.54","4.91","8","1","79.05","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\face-pull-polia-animado-review-v3\20260525-133425"
"prancha-frontal-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\prancha-frontal-animado-review-v3.gif","13","2.4","0","1.32","7.16","2","3","72.63","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\prancha-frontal-animado-review-v3\20260525-133425"
"supino-inclinado-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\supino-inclinado-halteres-animado-review-v3.gif","13","0.24","0","1.61","2.08","5","11","70.51","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\supino-inclinado-halteres-animado-review-v3\20260525-133425"
"remada-trx-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\remada-trx-animado-review-v3.gif","13","0.75","0","5.35","0.88","8","2","68.3","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\remada-trx-animado-review-v3\20260525-133425"
"desenvolvimento-de-ombro-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\desenvolvimento-de-ombro-halteres-animado-review-v3.gif","13","0.18","0","0.67","0.63","2","13","66.68","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\desenvolvimento-de-ombro-halteres-animado-review-v3\20260525-133425"
"triceps-overhead-halter-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\triceps-overhead-halter-animado-review-v3.gif","13","0.65","0","0.83","1.55","3","9","55.52","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\triceps-overhead-halter-animado-review-v3\20260525-133425"
"rosca-direta-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\rosca-direta-halteres-animado-review-v3.gif","13","0.15","0","1.32","3.57","8","5","53.65","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\rosca-direta-halteres-animado-review-v3\20260525-133425"
"remada-baixa-sentada-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\remada-baixa-sentada-animado-review-v3.gif","13","0.48","0","2.28","2.52","4","3","51.03","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\remada-baixa-sentada-animado-review-v3\20260525-133425"
"russian-twist-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\russian-twist-animado-review-v3.gif","13","0.36","0","1.08","4.13","5","3","48.57","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\russian-twist-animado-review-v3\20260525-133425"
"dorsal-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\dorsal-animado-review-v3.gif","13","0.12","0","0.43","4.58","3","8","48.31","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\dorsal-animado-review-v3\20260525-133425"
"rosca-alternada-halter-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\rosca-alternada-halter-animado-review-v3.gif","13","0.57","0","1.61","1.6","6","2","45.85","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\rosca-alternada-halter-animado-review-v3\20260525-133425"
"triceps-na-corda-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\triceps-na-corda-animado-review-v3.gif","13","0.23","1","1.31","0.99","3","3","45.21","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\triceps-na-corda-animado-review-v3\20260525-133425"
"prancha-lateral-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\prancha-lateral-animado-review-v3.gif","13","0.25","0","1.46","1.78","4","2","45.18","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\prancha-lateral-animado-review-v3\20260525-133425"
"step-up-no-banco-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\step-up-no-banco-halteres-animado-review-v3.gif","7","4.81","0","2.09","21.07","11","1","43.76","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\step-up-no-banco-halteres-animado-review-v3\20260525-133425"
"esteira-inclinada-leve-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\esteira-inclinada-leve-animado-review-v3.gif","13","2.02","0","4.54","1.98","1","0","38.03","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\esteira-inclinada-leve-animado-review-v3\20260525-133425"
"triceps-na-polia-push-down-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\triceps-na-polia-push-down-animado-review-v3.gif","13","0.5","0","0.7","4.69","2","3","37.79","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\triceps-na-polia-push-down-animado-review-v3\20260525-133425"
"eliptico-ou-bike-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\eliptico-ou-bike-animado-review-v3.gif","13","0.88","0","2.39","1.18","2","1","35.32","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\eliptico-ou-bike-animado-review-v3\20260525-133425"
"puxada-frontal-polia-alta-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\puxada-frontal-polia-alta-animado-review-v3.gif","13","0.67","0","2.62","1.5","3","1","35","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\puxada-frontal-polia-alta-animado-review-v3\20260525-133425"
"panturrilha-em-pe-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\panturrilha-em-pe-halteres-animado-review-v3.gif","13","0.79","0","2.43","0.92","0","3","32.6","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\panturrilha-em-pe-halteres-animado-review-v3\20260525-133425"
"remada-unilateral-halter-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\remada-unilateral-halter-animado-review-v3.gif","13","0.5","0","1.97","0.57","2","3","31.87","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\remada-unilateral-halter-animado-review-v3\20260525-133425"
"rosca-martelo-halteres-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\rosca-martelo-halteres-animado-review-v3.gif","13","0.5","0","0.21","0.75","2","0","22.14","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\rosca-martelo-halteres-animado-review-v3\20260525-133425"
"bike-ou-boxe-leve-animado-review-v3.gif","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\review-gifs-v3\bike-ou-boxe-leve-animado-review-v3.gif","13","0.6","0","1.14","1.41","0","1","15.9","C:\Users\aapc_\OneDrive\Documents\New project\tmp\rotina-ale-gif\diagnostics\bike-ou-boxe-leve-animado-review-v3\20260525-133425"
